time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-09-07 18:07:00,2026-09-07T17:07:00.000,HSBC Holdings PLC,HSBA,POS,Change of position,Transaction in Own Shares,7510T,17775137,1579,-0.07593975446146058,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/hsbc-holdings--hsba/transaction-in-own-shares/9759725
2026-09-07 18:04:52,2026-09-07T17:04:52.000,ProService Building Services Mktplc,PRO,NOA,Notice of AGM,Annual General Meeting,7394T,17775136,2.46,16.58767772511848,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/proservice-building-services-marketplace-plc--pro/annual-general-meeting/9759724
2026-09-07 17:50:00,2026-09-07T16:50:00.000,Bunzl PLC,BNZL,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,7502T,17775132,2644,-0.526711813393529,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/bunzl--bnzl/director-pdmr-shareholding/9759718
2026-09-07 17:45:06,2026-09-07T16:45:06.000,Aurora UK Alpha PLC,ARR,POS,Change of position,Transaction in Own Shares,7501T,17775127,253,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/aurora-uk-alpha-plc--arr/transaction-in-own-shares/9759716
2026-09-07 17:42:33,2026-09-07T16:42:33.000,"Fuller, Smith & Turner PLC",FSTA,POS,Change of position,"Fuller, Smith & Turner PLC: Transaction in own shares",2395216_en,17775126,720.0,-1.907356948228883,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/eqs/fuller-smith-turner--fsta/fuller-smith-turner-plc-transaction-in-ow-/9759715
2026-09-07 17:41:57,2026-09-07T16:41:57.000,The Beauty Tech Group PLC,TBTG,HOL,Holding(s) in company,Holding(s) in Company,7494T,17775124,322,-1.829268292682927,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/the-beauty-tech-group-plc--tbtg/holding-s-in-company/9759709
2026-09-07 17:39:00,2026-09-07T16:39:00.000,BlackRock Smaller Companies Trust Plc,BRSC,POS,Change of position,Transaction in Own Shares,60907-7383,17775122,270.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/blackrock-smaller-companies-trust--brsc/transaction-in-own-shares/9759710
2026-09-07 17:38:12,2026-09-07T16:38:12.000,Bankers Investment Trust PLC,BNKR,POS,Change of position,Transaction in Own Shares,7487T,17775120,151,-0.2642007926023778,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/bankers-inv-trust--bnkr/transaction-in-own-shares/9759707
2026-09-07 17:37:57,2026-09-07T16:37:57.000,Schroder Asian Total Retn InvCo PLC,ATR,POS,Change of position,Transaction in Own Shares,7486T,17775119,712,0.8498583569405099,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/schroder-asian-total-return-investment-company--atr/transaction-in-own-shares/9759706
2026-09-07 17:37:55,2026-09-07T16:37:55.000,Schroder Income Growth Fund PLC,SCF,POS,Change of position,Transaction in Own Shares,7489T,17775118,376,0.2666666666666667,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/schroder-income-growth-fund--scf/transaction-in-own-shares/9759705
2026-09-07 17:37:20,2026-09-07T16:37:20.000,Senior PLC,SNR,HOL,Holding(s) in company,Holding(s) in Company,7482T,17775117,294,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/senior--snr/holding-s-in-company/9759704
2026-09-07 17:37:09,2026-09-07T16:37:09.000,Schroder UK Mid Cap Fund PLC,SCP,POS,Change of position,Transaction in Own Shares,7483T,17775116,772,1.445466491458607,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/schroder-uk-mid-cap-fund--scp/transaction-in-own-shares/9759703
2026-09-07 17:36:11,2026-09-07T16:36:11.000,Schroder Japan Trust PLC,SJG,POS,Change of position,Transaction in Own Shares,7480T,17775115,392,0.5128205128205128,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/schroder-japan-growth-fund--sjg/transaction-in-own-shares/9759702
2026-09-07 17:35:16,2026-09-07T16:35:16.000,Lowland Investment Co PLC,LWI,POS,Change of position,Transaction in Own Shares,7481T,17775114,187,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/lowland-investment-co--lwi/transaction-in-own-shares/9759701
2026-09-07 17:31:00,2026-09-07T16:31:00.000,BlackRock Greater Europe Investment Trust Plc,BRGE,POS,Change of position,Transaction in Own Shares,60907-7374,17775113,602,0.1663893510815308,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/blackrock-greater-europe-inv-trust--brge/transaction-in-own-shares/9759700
