time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-09-21 17:25:00,2026-09-21T16:25:00.000,HSBC Holdings PLC,HSBA,POS,Change of position,Transaction in Own Shares,6539V,17797509,1533.8,1.40156022742298,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/hsbc-holdings--hsba/transaction-in-own-shares/9783062
2026-09-21 17:24:32,2026-09-21T16:24:32.000,AVI Japan Opportunity Trust PLC,AJOT,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,6554V,17797508,179,1.41643059490085,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/avi-japan-opportunity-trust--ajot/director-pdmr-shareholding/9783061
2026-09-21 17:24:28,2026-09-21T16:24:28.000,Glenveagh Properties plc,GLV,HOL,Holding(s) in company,Holding(s) in Company,6555V,17797507,2.34,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/glenveagh-properties-cdi---glv/holding-s-in-company/9783060
2026-09-21 17:23:20,2026-09-21T16:23:20.000,Schroder AsiaPacific Fund PLC,SDP,POS,Change of position,Transaction in Own Shares,6553V,17797505,854,3.140096618357488,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/schroder-asia-pacific-fund--sdp/transaction-in-own-shares/9783058
2026-09-21 17:23:00,2026-09-21T16:23:00.000,BlackRock Smaller Companies Trust Plc,BRSC,POS,Change of position,Transaction in Own Shares,60921-3441,17797506,266,1.915708812260536,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/blackrock-smaller-companies-trust--brsc/transaction-in-own-shares/9780602
2026-09-21 17:22:59,2026-09-21T16:22:59.000,Nativo Resources Plc,NTVO,HOL,Holding(s) in company,Holding(s) in Company,6550V,17797504,0.395,6.756756756756757,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/nativo-resources--ntvo/holding-s-in-company/9783057
2026-09-21 17:22:23,2026-09-21T16:22:23.000,UIL Limited,UTL,MSC,Miscellaneous,Purchase of 2026 ZDP shares,6552V,17797503,207,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/uil-limited-di---utl/purchase-of-2026-zdp-shares/9783056
2026-09-21 17:21:48,2026-09-21T16:21:48.000,Rights and Issues Inv. Trust PLC,RIII,POS,Change of position,Transaction in Own Shares,6551V,17797501,2500.0,0.8064516129032258,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/rights-issues-investment-trust--riii/transaction-in-own-shares/9783055
2026-09-21 17:19:56,2026-09-21T16:19:56.000,QinetiQ Group plc,QQ.,HOL,Holding(s) in company,Holding(s) in Company,6547V,17797496,504,1.245480112494978,,,,,
2026-09-21 17:18:59,2026-09-21T16:18:59.000,Henderson Smaller Cos Inv Tst PLC,HSL,POS,Change of position,Transaction in Own Shares,6548V,17797494,975,2.20125786163522,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/henderson-smaller-companies-inv-trust--hsl/transaction-in-own-shares/9783048
2026-09-21 17:17:00,2026-09-21T16:17:00.000,Fidelity Emerging Markets Limited,FEML,POS,Change of position,Transaction in Own Shares,60921-3442,17797493,1498,2.884615384615385,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/fidelity-emerging-markets-limited-ptg-npv--feml/transaction-in-own-shares/9783044
2026-09-21 17:13:20,2026-09-21T16:13:20.000,Montanaro European Smaller C.TstPLC,MTE,POS,Change of position,Transaction in Own Shares,6526V,17797485,178,1.714285714285714,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/montanaro-european-smaller-companies-trust--mte/transaction-in-own-shares/9783039
2026-09-21 17:10:04,2026-09-21T16:10:04.000,Arrow Exploration Corp.,AXL,HOL,Holding(s) in company,Holding(s) in Company,6532V,17797484,37,2.777777777777778,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/arrow-exploration-corp-cdi---axl/holding-s-in-company/9783038
2026-09-21 17:09:54,2026-09-21T16:09:54.000,Boku Inc,BOKU,HOL,Holding(s) in company,Holding(s) in Company,6535V,17797483,122.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/boku-inc-di-reg-s-cat-3-144a--boku/holding-s-in-company/9783037
2026-09-21 17:07:40,2026-09-21T16:07:40.000,Aberdeen New India Investment Trust,ANII,POS,Change of position,Transaction in Own Shares,6531V,17797482,720.0,0.558659217877095,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/aberdeen-new-india-investment-trust--anii/transaction-in-own-shares/9783036
2026-09-21 17:06:57,2026-09-21T16:06:57.000,Alliance Witan PLC,ALW,POS,Change of position,Transaction in Own Shares,6525V,17797481,1367,1.259259259259259,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/alliance-witan--alw/transaction-in-own-shares/9783035
2026-09-21 17:05:41,2026-09-21T16:05:41.000,Dunedin Income Growth Inv Tst PLC,DIG,POS,Change of position,Transaction in Own Shares,6527V,17797479,313,1.294498381877023,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/dunedin-income-growth-inv-trust--dig/transaction-in-own-shares/9783033
2026-09-21 17:01:00,2026-09-21T16:01:00.000,Fidelity European Trust Plc,FEV,POS,Change of position,Transaction in Own Shares,60921-3434,17797478,423.5,1.680672268907563,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/fidelity-european-trust--fev/transaction-in-own-shares/9783028
2026-09-21 17:00:00,2026-09-21T16:00:00.000,BlackRock American Income Trust Plc,BRAI,IOE,Issue of equity,Issue of Equity,60921-3418,17797477,280.0,0.3584229390681004,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/blackrock-american-income-trust-plc--brai/issue-of-equity/9783027
