time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-09-22 17:40:00,2026-09-22T16:40:00.000,HSBC Holdings PLC,HSBA,POS,Change of position,Transaction in Own Shares,8592V,17799795,1509.4,-1.590820185161038,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/hsbc-holdings--hsba/transaction-in-own-shares/9785473
2026-09-22 17:40:00,2026-09-22T16:40:00.000,Savannah Resources PLC,SAV,IOE,Issue of equity,Retail Offer ,8609V,17799796,5.82,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/savannah-resources--sav/retail-offer-/9785474
2026-09-22 17:39:00,2026-09-22T16:39:00.000,Aberforth Smaller Companies Trust Plc,ASL,POS,Change of position,Transaction in Own Shares,60922-3968,17799794,1750.0,0.11441647597254,,,,,
2026-09-22 17:38:00,2026-09-22T16:38:00.000,Crest Nicholson Holdings PLC,CRST,HOL,Holding(s) in company,Holding(s) in Company,8612V,17799793,57.1,1.24113475177305,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/crest-nicholson-holdings--crst/holding-s-in-company/9785472
2026-09-22 17:33:54,2026-09-22T16:33:54.000,McBride PLC,MCB,DSH,Director/PDMR shareholding,2026 Share Awards Vesting,8608V,17799792,180.8,-2.795698924731183,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/mcbride--mcb/2026-share-awards-vesting/9785470
2026-09-22 17:30:44,2026-09-22T16:30:44.000,Henderson Smaller Cos Inv Tst PLC,HSL,POS,Change of position,Transaction in Own Shares,8602V,17799790,972,-0.3076923076923077,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/henderson-smaller-companies-inv-trust--hsl/transaction-in-own-shares/9783048
2026-09-22 17:30:13,2026-09-22T16:30:13.000,CT UK Capital and Income Investment,CTUK,POS,Change of position,Transaction in Own Shares,8607V,17799789,352,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/ct-uk-capital-and-income-investment-trust--ctuk/transaction-in-own-shares/9785466
2026-09-22 17:29:21,2026-09-22T16:29:21.000,Schroder UK Mid Cap Fund PLC,SCP,POS,Change of position,Transaction in Own Shares,8605V,17799787,766,-0.2604166666666667,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/schroder-uk-mid-cap-fund--scp/transaction-in-own-shares/9785462
2026-09-22 17:26:12,2026-09-22T16:26:12.000,European Smaller Companies Tst PLC,ESCT,POS,Change of position,Transaction in Own Shares,8600V,17799783,237.5,1.063829787234043,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/the-european-smaller-companies-trust--esct/transaction-in-own-shares/9785458
2026-09-22 17:25:15,2026-09-22T16:25:15.000,Schroder Japan Trust PLC,SJG,POS,Change of position,Transaction in Own Shares,8597V,17799782,390.0,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/schroder-japan-growth-fund--sjg/transaction-in-own-shares/9783086
2026-09-22 17:25:11,2026-09-22T16:25:11.000,Schroder Income Growth Fund PLC,SCF,POS,Change of position,Transaction in Own Shares,8595V,17799781,369,0.2717391304347826,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/schroder-income-growth-fund--scf/transaction-in-own-shares/9785456
2026-09-22 17:24:34,2026-09-22T16:24:34.000,JPMorgan European Discovery Trust,JEDT,POS,Change of position,Transaction in Own Shares,8593V,17799780,631,0.6379585326953748,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/jpmorgan-european-discovery-trust--jedt/transaction-in-own-shares/9785455
2026-09-22 17:24:00,2026-09-22T16:24:00.000,BlackRock Greater Europe Investment Trust Plc,BRGE,POS,Change of position,Transaction in Own Shares,60922-3951,17799779,593,0.8503401360544218,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/blackrock-greater-europe-inv-trust--brge/transaction-in-own-shares/9783072
2026-09-22 17:23:27,2026-09-22T16:23:27.000,JPMorgan UK Small Cap Grwth&Inc PLC,JUGI,POS,Change of position,Transaction in Own Shares,8591V,17799777,348.5,-0.2861230329041488,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/jpmorgan-uk-small-cap-growth-income--jugi/transaction-in-own-shares/9785454
