time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-09-02 10:38:00,2026-09-02T09:38:00.000,Invesco Asia Dragon Trust,IAD,PFU,Portfolio update,Portfolio Update,24a8def269,17767444,495,-1,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/mfn/invesco-asia-dragon-trust-plc--iad/portfolio-update/9751752
2026-09-02 10:37:57,2026-09-02T09:37:57.000,Sosandar PLC,SOS,HOL,Holding(s) in company,Holding(s) in Company,0969T,17767441,13.25,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/sosandar--sos/holding-s-in-company/9751747
2026-09-02 10:37:00,2026-09-02T09:37:00.000,Invesco Global Equity Income Trust,IGET,PFU,Portfolio update,Portfolio Update,9008326df7,17767439,408,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/mfn/invesco-global-equity-income-trust-plc--iget/portfolio-update/9751753
2026-09-02 10:35:00,2026-09-02T09:35:00.000,Artemis UK Future Leaders Plc,AFL,POS,Change of position,Transaction in Own Shares,60902-5529,17767437,393,-0.38,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/artemis-uk-future-leaders-plc--afl/transaction-in-own-shares/9751748
2026-09-02 10:29:58,2026-09-02T09:29:58.000,Allianz Technology Trust PLC,ATT,TVR,Total voting rights,Total Voting Rights,0963T,17767431,686,-1.295,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/allianz-technology-trust--att/total-voting-rights/9751737
2026-09-02 10:28:33,2026-09-02T09:28:33.000,Axis Bank Limited,AXB,MSC,Miscellaneous,Update,0954T,17767429,66.1,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/axis-bank-limited--axb/update/9751735
2026-09-02 10:28:29,2026-09-02T09:28:29.000,Brunner Investment Trust PLC,BUT,TVR,Total voting rights,Total Voting Rights,0957T,17767428,1550.0,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/brunner-inv-trust--but/total-voting-rights/9751734
2026-09-02 10:25:11,2026-09-02T09:25:11.000,Hongkong Land Hldgs Ltd,HKLD,POS,Change of position,Transaction in Own Shares,0951T,17767419,7.41,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/hongkong-land-holding-ltd-sing-reg---hkld/transaction-in-own-shares/9751724
2026-09-02 10:24:34,2026-09-02T09:24:34.000,Imperial Brands PLC,IMB,POS,Change of position,Transaction in Own Shares,0949T,17767417,2524,-1.058,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/imperial-brands--imb/transaction-in-own-shares/9751723
2026-09-02 10:24:32,2026-09-02T09:24:32.000,Jardine Matheson Hldgs Ltd,JAR,CIR,Circular,Circ re. Scrip Dividend Scheme,0948T,17767416,62.5,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/jardine-matheson-holdings-ltd-singapore-reg---jar/circ-re-scrip-dividend-scheme/9751722
2026-09-02 09:59:28,2026-09-02T08:59:28.000,BNP Paribas Primary New Issues,,STA,,Stabilization Notice - Pre Stab Notice NEXANS,1260600-en,17767354,,,,,,,
2026-09-02 09:59:06,2026-09-02T08:59:06.000,Orient Telecoms PLC,ORNT,NOA,Notice of AGM,Notice of AGM 2026,0890T,17767351,4.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/orient-telecoms--ornt/notice-of-agm-2026/9751653
2026-09-02 09:58:24,2026-09-02T08:58:24.000,Costain Group PLC,COST,POS,Change of position,Transaction in Own Shares,0891T,17767350,218.5,-2.455,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/costain-group--cost/transaction-in-own-shares/9751652
2026-09-02 09:58:12,2026-09-02T08:58:12.000,BNP Paribas Primary New Issues,,STA,,Stabilization Notice - Pre Stab Notice - BOELS RENTAL,1260599-en,17767349,,,,,,,
2026-09-02 09:56:55,2026-09-02T08:56:55.000,Geiger Counter Ltd,GCL,DOC,,Monthly Factsheet- July 2026,0889T,17767345,68,2.719,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/geiger-counter-limited--gcl/monthly-factsheet-july-2026/9751649
2026-09-02 09:40:30,2026-09-02T08:40:30.000,Wilmington PLC,WIL,NOR,Notice of results,Notice of year-end results,0882T,17767337,272,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/wilmington--wil/notice-of-year-end-results/9751642
2026-09-02 09:39:50,2026-09-02T08:39:50.000,3i Group PLC,III,HOL,Holding(s) in company,Holding(s) in Company,0879T,17767335,2751,-1.82,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/3i-group--iii/holding-s-in-company/9751640
